rank,nct_id,title,conditions,interventions
7863,NCT02105467,"Study of Efficacy and Safety of Grazoprevir (MK-5172)/Elbasvir (MK-8742) Combination Regimen for Treatment-Naïve Participants With Chronic Hepatitis C Virus Genotypes 1, 4, and 6 (MK-5172-060)",Chronic Hepatitis C Virus,Drug: Grazoprevir 100mg / Elbasvir 50 mg FDC|Drug: Placebo to Grazoprevir / Elbasvir 50 mg FDC
7876,NCT02104765,A Study of LY2951742 in Healthy Japanese and Caucasian Participants,Migraine Disorders,Drug: LY2951742|Drug: Placebo
7912,NCT02101021,Gemcitabine and Nab-paclitaxel Combined With Momelotinib in Participants With Previously Untreated Metastatic Pancreatic Ductal Adenocarcinoma,Metastatic Pancreatic Ductal Adenocarcinoma,Drug: Momelotinib|Drug: Placebo to match momelotinib|Drug: Nab-paclitaxel|Drug: Gemcitabine
7916,NCT02100813,Safety and Efficacy of Doses of LEO 43204 Once Daily for Two Consecutive Days on Full Balding Scalp in Subjects With Actinic Keratosis,Actinic Keratosis,Drug: LEO 43204|Drug: Placebo
7993,NCT02094937,A Study to Compare the Efficacy and Safety of Fluticasone Furoate (FF) 100 mcg Once Daily With Fluticasone Propionate (FP) 250 mcg Twice Daily (BD) and FP 100 mcg BD in Well-controlled Asthmatic Japanese Subjects,Asthma,Drug: Fluticasone Furoate/Vilanterol|Drug: Fluticasone Furoate 100 mcg|Drug: Fluticasone Propionate 250 mcg|Drug: Fluticasone Propionate 100 mcg|Drug: Fluticasone Furoate Placebo|Drug: Fluticasone Propionate Placebo
8009,NCT02093923,"Double-Blind, Multiple Ascending Dose Study to Assess Safety, Tolerability and Pharmacokinetics of DX-2930 in Hereditary Angioedema (HAE) Subjects",Hereditary Angioedema,Drug: DX-2930|Drug: Placebo
8011,NCT02093819,"To Assess Safety, Tolerability and Pharmacokinetics of BI 416970 in Healthy Male Volunteers",Healthy,Drug: Placebo to BI 416970|Drug: BI 416970
8029,NCT02092350,Safety and Efficacy of Grazoprevir (MK-5172) + Elbasvir (MK-8742) in Participants With Chronic Hepatitis C and Chronic Kidney Disease (MK-5172-052),Hepatitis C Virus,Drug: Grazoprevir|Drug: Elbasvir|Drug: Placebo to Grazoprevir|Drug: Placebo to Elbasvir
8052,NCT02091206,A Dose-ranging Pharmacokinetics and Safety Study of GWP42003-P in Children With Dravet Syndrome (GWPCARE1),Epilepsy|Dravet Syndrome,Drug: GWP42003-P 5 mg/kg/day Dose|Drug: Placebo control|Drug: GWP42003-P 10 mg/kg/day Dose|Drug: GWP42003-P 20 mg/kg/day Dose
8057,NCT02090764,Efficacy and Safety of Ozenoxacin 1% Cream Versus Placebo in the Treatment of Patients With Impetigo,Impetigo,Drug: Ozenoxacin|Drug: Placebo
8059,NCT02090413,Phase 4 Study of Effect of Aspirin on Flushing in Dimethyl Fumarate-Treated Participants With Relapsing-Remitting Multiple Sclerosis,Relapsing-Remitting Multiple Sclerosis,Drug: dimethyl fumarate|Drug: acetylsalicylic acid|Drug: ASA-Placebo
8068,NCT02089113,OTX-14-003: A Phase 3 Study Evaluating the Safety and Efficacy of OTX-DP for the Treatment of Ocular Inflammation and Pain After Cataract Surgery,Post-Surgical Ocular Pain|Post-Surgical Ocular Inflammation,Drug: Dexamethasone|Procedure: Placebo Vehicle
8086,NCT02087176,A Placebo Controlled Study Comparing AZD1775+ Docetaxel Versus Placebo+Docetaxel to Treat Lung Cancer,Previously Treated Non Small Cell Lung Cancer,Drug: AZD1775|Drug: AZD1775 Placebo|Drug: Antimitotic Agent|Drug: pegfiligrastim
8192,NCT02076412,A Efficacy and Safety Study of Fostamatinib in the Treatment of Persistent/Chronic Immune Thrombocytopenic Purpura (ITP),Immune Thrombocytopenic Purpura,Drug: Fostamatinib Disodium|Drug: Placebo
8193,NCT02076399,A Efficacy and Safety Study of R935788 in the Treatment of Persistent/Chronic Immune Thrombocytopenic Purpura (ITP),Immune Thrombocytopenic Purpura,Drug: Fostamatinib disodium|Drug: Placebo
8197,NCT02076178,"Study to Evaluate the Safety Tolerability and Acceptability of Long Acting Injections of the Human Immunodeficiency Virus (HIV) Integrase Inhibitor, GSK1265744, in HIV Uninfected Men (ECLAIR)","Infection, Human Immunodeficiency Virus",Drug: 744 Tablet|Drug: 744 LA Injection|Drug: Placebo Tablet|Drug: Placebo Injection
8206,NCT02075541,"A Study to Evaluate the Safety, Reactogenicity and Immunogenicity of GlaxoSmithkline (GSK) Biologicals' Investigational Vaccine GSK2838504A When Administered to Chronic Obstructive Pulmonary Disease (COPD) Patients With Persistent Airflow Obstruction.",Respiratory Disorders,Biological: NTHi-10-AS01E|Drug: NaCl Placebo
8208,NCT02075463,Study to Evaluate the Safety and Efficacy of GSK1278863 in Recombinant Human Erythropoietin (rhEPO) Hyporesponsive Hemodialysis-dependent Chronic Kidney Disease Subjects With Anemia,Anemia,Drug: GSK1278863|Drug: Placebo
8245,NCT02072226,A Study of the Efficacy and Safety of Alteplase in Participants With Mild Stroke,Stroke,Drug: Alteplase|Drug: Alteplase Placebo|Drug: Aspirin|Drug: Aspirin Placebo
8251,NCT02071810,"Tolerability, Pharmacokinetics and Pharmacodynamics of BIA 9-1067",Parkinson's Disease (PD),Drug: BIA 9-1067|Drug: Placebo
8259,NCT02070991,Clinical Study to Evaluate the Safety and Tolerability of Macitentan in Subjects With Combined Pre- and Post-capillary Pulmonary Hypertension (CpcPH) Due to Left Ventricular Dysfunction,Pulmonary Hypertension,Drug: Macitentan|Drug: Placebo
8263,NCT02070744,"Study to Evaluate Safety and Efficacy of VX-661 in Combination With Ivacaftor in Subjects With Cystic Fibrosis, Homozygous for the F508del-CFTR Mutation With an Open-Label Expansion",Cystic Fibrosis,Drug: VX-661|Drug: Ivacaftor|Drug: Placebo matched to VX-661|Drug: Placebo matched to Ivacaftor
8276,NCT02069119,"A Trial to Determine the Safety, Pharmacokinetics, and Efficacy of OPC-108459 Administered as a Single Intravenous Dose to Patients With Paroxysmal or Persistent Atrial Fibrillation (AF)",Atrial Fibrillation,Drug: OPC-108459|Drug: Placebo
8279,NCT02068846,BK Virus in Salivary Gland Disease: Treating the Potential Etiologic Agent,HIV|Salivary Gland Disease|Benign Lymphoepithelial Lesion,Drug: Ciprofloxacin|Drug: Placebo
8307,NCT02066402,Efficacy and Safety of Intravenous to Oral 6-Day Tedizolid Phosphate vs. Intravenous to Oral 10-Day Linezolid in Patients With Acute Bacterial Skin and Skin Structure Infection (ABSSSI),Bacterial Infections,Drug: Tedizolid (BAY119-2631)|Drug: Placebo Tedizolid (BAY119-2631)|Drug: Linezolid|Drug: Placebo Linezolid
8308,NCT02066389,A Study Investigating the Efficacy and Safety of Upadacitinib (ABT-494) Given With Methotrexate (MTX) in Adults With Rheumatoid Arthritis Who Have Had an Inadequate Response to MTX Alone,Rheumatoid Arthritis,Drug: Placebo|Drug: Upadacitinib
8309,NCT02066298,Steroids In Eosinophil Negative Asthma,Asthma,Drug: Mometasone 220mcg BID|Drug: Tiotropium Respimat 5mcg QD|Drug: Placebo
8311,NCT02066181,Sorafenib Tosylate in Treating Patients With Desmoid Tumors or Aggressive Fibromatosis,Desmoid-Type Fibromatosis,Other: Laboratory Biomarker Analysis|Other: Placebo|Other: Quality-of-Life Assessment|Drug: Sorafenib Tosylate
8337,NCT02063659,Telotristat Etiprate for Carcinoid Syndrome Therapy,Carcinoid Syndrome,Drug: Telotristat etiprate|Drug: Placebo
8346,NCT02062801,Prophylactic Ephedrine and Combined Spinal Epidurals for Labor,Labor Pain,Drug: Ephedrine|Drug: Placebo
8355,NCT02062385,"Efficacy, Safety, and Immunogenicity of V260 in Healthy Chinese Infants (V260-024)",Rotavirus Gastroenteritis,Biological: V260|Biological: Placebo to V260|Biological: OPV|Biological: DTaP
8368,NCT02061202,Inhaled Mometasone to Reduce Painful Episodes in Patients With Sickle Cell Disease,Sickle Cell Disease,Drug: Mometasone Furoate|Drug: Placebo
8381,NCT02059434,Two-part Pharmacokinetic and Pharmacodynamic Study of LAS190792 in Patients With Asthma and COPD,Chronic Obstructive Pulmonary Disease (COPD)|Asthma,Drug: LAS190792 Dose 1|Drug: LAS190792 Dose 2|Drug: LAS190792 Dose 3|Drug: LAS190792 Dose 4|Drug: LAS190792 Dose 5|Drug: LAS190792 Dose 6|Drug: LAS190792 Dose 1 (Part 2)|Drug: LAS190792 Dose 2 (Part 2)|Drug: Tiotropium 18 μg|Drug: Indacaterol 150 μg|Drug: Placebo
8383,NCT02059291,Study of Efficacy and Safety of Canakinumab in Patients With Hereditary Periodic Fevers,Hereditary Periodic Fevers,Drug: Canakinumab|Drug: Placebo
8398,NCT02058849,Randomized Study of Beet Root in Locally Advanced Squamous Cell Cancer of the Head and Neck,Mucositis,Drug: Beetroot|Other: Placebo
8401,NCT02058589,Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Herpes Zoster Subunit (HZ/su) Vaccine in Adults 18 Years of Age or Older With Renal Transplant,Herpes Zoster,Biological: Herpes Zoster vaccine GSK1437173A|Drug: Placebo
8411,NCT02058108,"Study of Efficacy and Safety, Tolerability and Pharmacokinetics of Telbivudine in Children and Adolescents With Compensated Chronic Hepatitis B Virus Infection",Chronic Hepatitis B,Drug: Telbivudine|Drug: Placebo
8416,NCT02057835,"Safety, Tolerability and Pharmacokinetics of Single Rising Oral Doses of BI 691751 in Healthy Asian Male Volunteers",Healthy,Drug: Placebo to BI 691751|Drug: BI 691751 high dose|Drug: BI 691751 middle dose|Drug: BI 691751 low dose 1|Drug: BI 691751 low dose 2
8439,NCT02055638,"Safety, Tolerability and Activity of SRX246 in Adults With Intermittent Explosive Disorder",Intermittent Explosive Disorder,Drug: SRX246|Drug: Placebo
8447,NCT02054754,Assessment of Single Doses of Oral Dexanabinol in Healthy Subjects,Safety|Tolerability|Pharmacokinetics|Cancer,Drug: Dexanabinol Dose Level 1|Drug: Dexanabinol Dose Level 2|Drug: Dexanabinol Dose Level 3|Drug: Dexanabinol Dose Level 4|Drug: Dexanabinol Dose Level 5|Drug: Placebo
8468,NCT02052440,Preventing Alcohol Withdrawal Syndrome With Oral Baclofen,Alcohol Withdrawal Syndrome,Drug: Baclofen|Drug: Placebo
8496,NCT02048241,Intuniv vs Placebo in the Treatment of Childhood Intermittent Explosive Disorder,Intermittent Explosive Disorder|Childhood Aggression|Oppositional Defiant Disorder|Attention Deficit Disorder,Behavioral: Parent Management Training|Other: Placebo|Drug: Intuniv
8515,NCT02046525,Autologous Fecal Therapy,Infectious Disease of Digestive Tract,Biological: Autologous fecal microbiota therapy|Other: Placebo
8528,NCT02045862,"A Multinational Study Comparing the Long-term Efficacy and Safety of Two Medicines, Solifenacin Succinate and Mirabegron Taken Together, or Separately, in Subjects With Symptoms of Overactive Bladder",Urinary Bladder Overactive|Overactive Bladder|Urgency Incontinence|Urinary Bladder Diseases\Urologic Diseases,Drug: Solifenacin succinate|Drug: Mirabegron|Drug: Placebo to match solifenacin|Drug: Placebo to match mirabegron
8531,NCT02045732,A Study To Evaluate The Safety And Tolerability Of PF-06342674 (RN168) In Subjects With Multiple Sclerosis (MS),Multiple Sclerosis,Biological: PF-06342674 0.25 mg/kg|Biological: Placebo|Biological: PF-06342674 1.5 mg/kg|Biological: PF-06342674 6.0 mg/kg
8540,NCT02044874,A Study to Evaluate the Effect of Lorcaserin Hydrochloride on Smoking Cessation,Smoking Cessation,Drug: APD356-lorcaserin hydrochloride|Drug: Placebo
8583,NCT02041325,Investigation of the Enhancement of Response to Hepatitis B Vaccine by Lenalidomide in Plasma Cell Dyscrasias,Plasma Cell Disorder,Drug: Lenalidomide|Drug: Placebo
8585,NCT02041221,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of SPARC1316",Asthma,Drug: SPARC1316 Dose 1|Drug: Placebo|Drug: SPARC1316 Dose 2|Drug: SPARC1316 Dose 3|Drug: SPARC1316 Dose 4|Drug: SPARC1316 Dose 5
8607,NCT02039427,The Effect of Prophylactic Ketorolac on Sore Throat After Thyroid Surgery,Anesthesia Intubation Complication|Tracheal Disease,Drug: Ketorolac|Other: Dexamethasone|Drug: Placebo
8616,NCT02038764,A Study To Assess The Safety Of PF-06342674 In Adults With Type 1 Diabetes,"Diabetes Mellitus, Type 1",Drug: Placebo|Biological: PF-06342674 Dose A|Biological: PF-06342674 Dose B|Biological: PF-06342674 Dose C|Biological: PF-06342674 Dose D
8628,NCT02037555,Safety and Efficacy of Preoperative Antithrombin Supplementation in Patients Undergoing High-Risk Cardiopulmonary Bypass,Cardiac Surgery|Cardiopulmonary Bypass,Biological: AT-III (Human)|Other: Placebo
8638,NCT02036645,"SAD/MAD Study to Assess Safety, Tolerability, PK & PD of MEDI1814 in Subjects With Mild-Moderate Alzheimer's Disease.",Mild-Moderate Alzheimer's Disease|Healthy Elderly,Biological: MEDI1814 for IV injection|Biological: MEDI1814 for Subcutaneous Injection|Biological: IV Placebo|Biological: Placebo for Subcutaneous Injection
8639,NCT02036580,D2212C00002 J-Phase II Study,Idiopathic Pulmonary Fibrosis,Biological: tralokinumab cohort 1|Biological: tralokinumab cohort 2|Other: Placebo
8663,NCT02034162,A Study to Assess the Efficacy and Safety of Mebendazole for the Treatment of Helminth Infections in Pediatric Participants,Helminth Infections,Drug: Mebendazole|Drug: Placebo
8694,NCT02031276,"Efficacy, Safety and Pharmacokinetics of BI 655066/ABBV-066 (Risankizumab) in Patients With Active, Moderate-to-severe Crohn's Disease.",Crohn Disease,Drug: risankizumab IV|Drug: risankizumab SC|Drug: Placebo
8713,NCT02029495,"Study of Efficacy, Safety and Effect on Radiographic Progression of Brodalumab in Subjects With Psoriatic Arthritis",Psoriatic Arthritis,Drug: 210 mg brodalumab|Drug: 140 mg brodalumab|Drug: Placebo
8720,NCT02028780,"Study to Evaluate the Safety, Pharmacokinetics and Pharmacodynamics of BI 655075 (Idarucizumab) Administered Alone or With Dabigatran Etexilate in Japanese Healthy Subjects",Healthy,Drug: Placebo to dose|Drug: Idarucizumab|Drug: Placebo to Idarucizumab|Drug: dabigatran
8727,NCT02028065,A Study to Evaluate the Incidence of Hypersensitivity After Administration of Sugammadex in Healthy Participants (MK-8616-101),Hypersensitivity|Anaphylaxis,Drug: Sugammadex|Drug: Placebo
8756,NCT02024932,"Safety, Tolerability, and Efficacy of BVS857 in Patients With Spinal and Bulbar Muscular Atrophy",Spinal and Bulbar Muscular Atrophy,Drug: BVS857|Drug: Placebo
8776,NCT02023099,Study to Evaluate the Efficacy and Safety of ABT-450/Ritonavir/ABT-267 (ABT-450/r/ABT-267) in Japanese Adults With Subgenotype 1b Chronic Hepatitis C Virus (HCV) Infection,Chronic Hepatitis C Infection,Drug: ABT-450/r/ABT-267|Drug: Placebo
8796,NCT02020889,A Study to Investigate Mepolizumab in the Treatment of Eosinophilic Granulomatosis With Polyangiitis,Churg-Strauss Syndrome,Biological: Mepolizumab|Drug: Placebo
8820,NCT02018887,A Study of LY2969822 in Healthy Participants,Healthy Volunteers,Drug: LY2969822|Drug: Placebo
8829,NCT02017899,"A Phase 1, Dose Escalation Study, to Evaluate a New Shigella Sonnei Vaccine in Healthy Adults.",Shigellosis,Biological: S. sonnei 1790GAHB|Biological: Placebo
8842,NCT02016482,A Study to Evaluate the Safety and Efficacy of Adalimumab in Subjects With Chronic Plaque Psoriasis and Nail Psoriasis,Nail Psoriasis|Plaque Psoriasis,Biological: Adalimumab|Other: Placebo
8862,NCT02014584,Sexual Function in Men Receiving Dutasteride for Androgenetic Alopecia,Alopecia,Drug: Dutasteride|Drug: Placebo
8882,NCT02013388,"MAD Study Evaluating the Safety, Tolerability, and Pharmacokinetic Effects of N91115 in Healthy Subjects",Healthy,Drug: N91115|Drug: Placebo|Drug: Placebo-Day 1 only
8901,NCT02011516,Baclofen Effects on Marijuana Dependence,Marijuana Dependence,Drug: Baclofen|Behavioral: Psychosocial|Drug: Placebo
8924,NCT02008916,"16-week Efficacy and 3-year Safety, Tolerability and Efficacy of Secukinumab in Active Ankylosing Spondylitis Patients","Spondylitis, Ankylosing",Drug: Secukinumab|Drug: Placebo secukinumab
8925,NCT02008890,Palmoplantar Pustular Psoriasis Efficacy and Safety With Secukinumab,Palmoplantar Pustular Psoriasis,Biological: Secukinumab 300mg|Biological: Secukinumab 150mg|Biological: Placebo
8933,NCT02008318,A Study of Galunisertib in Participants With Myelodysplastic Syndromes,Myelodysplastic Syndromes,Drug: Galunisertib|Drug: Placebo
8938,NCT02007720,"Efficacy, Safety and Tolerability of Sexelaxin When Added to Standard Therapy in AHF",Acute Heart Failure,Drug: Serelaxin|Drug: Placebo|Other: Standard of CareTherapy
8950,NCT02006888,The Efficacy and Safety of IBI-10090 for the Treatment of Inflammation Associated With Cataract Surgery,Inflammation|Cataracts,Drug: IBI-10090|Drug: Placebo
8981,NCT02005211,"A Two-part Single and Multiple Dose Study to Assess the Safety , Pharmacokinetics and Effects of AZD3293 in Healthy Japanese Young and Elderly Volunteers",Healthy Japanese Young and Elderly Male and Non-fertile Female Volunteers,Drug: AZD3293|Drug: Placebo
9012,NCT02002702,"Study of Safety, Tolerability and Pharmacokinetics of Serelaxin in Japanese Acute Heart Failure (AHF) Patients",Acute Heart Failure,Drug: Serelaxin|Drug: Placebo
9028,NCT02000817,"Investigation of Otelixizumab in New-Onset, Autoimmune Type 1 Diabetes Mellitus Patients","Diabetes Mellitus, Type 1",Biological: Otelixizumab|Biological: Placebo
9038,NCT01999920,Vilazodone for Separation Anxiety Disorder,Separation Anxiety Disorder,Drug: Vilazodone|Drug: Placebo
9040,NCT01999868,Efficacy of Ustekinumab Followed by Abatacept for the Treatment of Psoriasis Vulgaris,Psoriasis,Biological: Ustekinumab|Biological: Abatacept|Drug: UST Placebo|Drug: ABA Placebo
9041,NCT01999777,Study to Evaluate the Safety and Efficacy of USL261 in Patients With Increased Bouts of Seizure Activity in the EMU,Epilepsy,Drug: USL261|Drug: Placebo
9052,NCT01998984,"Efficacy and Safety of Ingenol Mebutate Gel 0.06% When Applied Once Daily for 2, 3 or 4 Consecutive Days to a Treatment Area of Approximately 250 cm2 on Trunk and Extremities in Subjects With Actinic Keratosis",Actinic Keratosis,Drug: ingenol mebutate|Other: Placebo
9063,NCT01998399,Ticagrelor in Severe Community Acquired Pneumonia,"Community Acquired Pneumonia, Severe",Drug: Ticagrelor|Drug: Placebo
9123,NCT01993940,Efficacy and Safety of Naldemedine in Treating Opioid-induced Constipation,Opioid-induced Constipation,Drug: Naldemedine|Drug: Placebo
9126,NCT01993849,Use of N-Acetylcysteine (NAC) in Fingernail Biting,Onychophagia,Drug: N-Acetylcysteine (NAC)|Other: Placebo
9144,NCT01991860,US Phase III Study of APD421 in PONV,PONV,Drug: APD421- Amisulpride for IV injection|Drug: Placebo
9145,NCT01991821,European Phase III Study of APD421 in PONV,PONV,Drug: APD421|Drug: Placebo
9148,NCT01991483,A Study of LY2928057 in Hemodialysis Participants,"Renal Insufficiency, Chronic|Kidney Disease, Chronic",Drug: LY2928057|Drug: Placebo
9174,NCT01989468,24 Week Efficacy and 3-year Safety and Efficacy of Secukinumab in Active Psoriatic Arthritis,Psoriatic Arthritis,Biological: Secukinumab|Biological: Placebo
9192,NCT01987908,Evaluation of Different Dose Regimens of Aes-103 Given for 28 Days to Subjects With Stable Sickle Cell Disease,Sickle Cell Disease,Drug: Aes-103|Other: Placebo
9229,NCT01985425,Colchicine For Prevention of Perioperative Atrial Fibrillation in Patients Undergoing Thoracic Surgery Pilot Study,Atrial Fibrillation|Thoracic Surgery,Drug: Colchicine|Drug: Colchicine Placebo
9261,NCT01982331,"Reactogenicity, Safety and Immunogenicity of a Live Monovalent A/17/CALIFORNIA/66/395 (H2N2) Influenza Vaccine",Influenza,Biological: LAIV H2N2|Other: Placebo
9262,NCT01982292,Safety of Repeat Doses of IV Serelaxin in Subjects With Chronic Heart Failure,Chronic Heart Failure,Drug: RLX030 (serelaxin)|Drug: Placebo
9264,NCT01982240,12-Week Study of Plecanatide for CIC (The CIC3 Study),Chronic Idiopathic Constipation,Drug: Plecanatide|Drug: Placebo|Drug: Bisacodyl
9270,NCT01981616,Immune Response to Systemic and Mucosal Antigenic Challenge in the Presence of Vedolizumab,Inflammatory Bowel Disease,Drug: Vedolizumab|Drug: Placebo|Biological: Hepatitis B vaccine|Biological: Oral cholera vaccine
9290,NCT01980095,ERADICATE Hp - Treating Helicobacter Pylori With RHB-105,Dyspepsia|Helicobacter Pylori Infection,Drug: RHB-105|Drug: Placebo
9363,NCT01974687,Single and Multiple Dose Study of Uprifosbuvir (MK-3682/IDX21437) in Healthy and Hepatitis C Virus (HCV)-Infected Participants (MK-3682-001),Chronic Hepatitis C,Drug: Uprifosbuvir|Drug: Placebo|Drug: Itraconazole
9382,NCT01973205,Efficacy and Safety of Acetaminophen and Aspirin Versus Placebo in the Acute Treatment of Migraine,Acute Migraine,Drug: Acetaminophen 250 mg and Aspirin 250 mg|Drug: Placebo
9387,NCT01972776,"A Safety, Tolerability and Efficacy Study in Chronic Obstructive Pulmonary Disease (COPD) Patients With QBM076.",COPD,Drug: QBM076|Drug: Placebo
9397,NCT01972217,Ph II Study to Evaluate Olaparib With Abiraterone in Treating Metastatic Castration Resistant Prostate Cancer.,Metastatic Castration-resistant Prostate Cancer,Drug: Olaparib|Drug: Placebo|Drug: Abiraterone|Drug: Prednisone or prednisolone
9400,NCT01972074,Behavioral and Neural Response to Memantine in Adolescents With Autism Spectrum Disorder,Autism Spectrum Disorder,Drug: Memantine|Other: Placebo
9450,NCT01968135,Does Concomitant Use of Combined Oral Hormonal Steroids Stop Bleeding in Women Using Etonogestrel Implants (Implanon/Nexplanon®)?: A Randomized Controlled Study,Uterine Hemorrhage|Contraception,Drug: Combined Oral Contraceptive Pill|Drug: Placebo Sugar Pill
9451,NCT01968070,A Study of LY3127760 in Healthy Participants,Healthy Volunteers,Drug: LY3127760|Drug: Celecoxib|Drug: Placebo
9453,NCT01967940,"Efficacy of Tenofovir Alafenamide Versus Placebo Added to a Failing Regimen Followed by Treatment With Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide Plus Atazanavir in HIV-1 Positive, Antiretroviral Treatment-Experienced Adults",HIV|HIV Infections|Acquired Immunodeficiency Syndrome,Drug: TAF|Drug: Placebo|Drug: E/C/F/TAF|Drug: Current failing ARV regimen|Drug: ATV
9454,NCT01967888,Efficacy and Safety of Reparixin in Pancreatic Islet Auto-transplantation,Pancreatectomy for Chronic Pancreatitis,Drug: Reparixin|Drug: Placebo
9484,NCT01966120,Safety and Efficacy Study for the Field-directed Treatment of Actinic Keratosis (AK) With Photodynamic Therapy (PDT),Actinic Keratosis,Drug: BF-200 ALA gel|Drug: Placebo to BF-200 ALA gel|Procedure: Photodynamic therapy with BF-RhodoLED
9495,NCT01965652,Long Term Safety of Naldemedine,Opioid-induced Constipation,Drug: Naldemedine|Drug: Placebo
9498,NCT01965535,Efficacy and Safety of Sofosbuvir/Ledipasvir Fixed-Dose Combination ± Ribavirin in Cirrhotic Subjects With Chronic Genotype 1 HCV Infection,HCV Infection,Drug: LDV/SOF|Drug: RBV|Drug: Placebo to match LDV/SOF|Drug: Placebo to match RBV
9504,NCT01965158,Efficacy and Safety of Naldemedine in the Treatment of Opioid-induced Constipation,Opioid-induced Constipation,Drug: Naldemedine|Drug: Placebo
9524,NCT01963403,Treatment of Unacceptable Bleeding Patterns in ETG Implant Users With an Oral Contraceptive,"Abnormal Uterine Bleeding, Unspecified|Uterine Bleeding Heavy",Drug: EE 30mcg/LNG 150mcg|Drug: Placebo
9525,NCT01963260,Single Rising Dose Study of MK-8723 in Healthy Participants and Participants With Immune Thrombocytopenia Purpura (MK-8723-001),Immune Thrombocytopenia Purpura,Drug: MK-8723|Drug: Matching Placebo
9555,NCT01960855,A Study Investigating the Efficacy and Safety of ABT-494 Given With Methotrexate in Subjects With Rheumatoid Arthritis Who Failed Anti-Tumor Necrosis Factor (TNF) Biologic Therapy,Rheumatoid Arthritis,Drug: ABT-494|Drug: Placebo
9585,NCT01959165,MEDI7183 Phase 2 Study in Japanese Ulcerative Colitis Patients,Ulcerative Colitis,Drug: MEDI7183 low dose|Drug: MEDI7183 medium dose|Drug: MEDI7183 high dose|Drug: Matching Placebo
9592,NCT01958645,"To Assess Safety, Tolerability and Pharmacodynamics of Intravenous MEDI8111 After Single Ascending Doses.",Healthy Subjects,Drug: MEDI8111|Other: Placebo
9604,NCT01958060,"Safety, Tolerability, Pharmacokinetic and Pharmacodynamic Study of Single Escalating Doses of BI 1034020 Administered Intravenously or Subcutaneously to Male Healthy Volunteers",Healthy,Drug: BI 1034020|Drug: Placebo to BI 1034020
9606,NCT01958008,BI 113608 Administered as Tablets Twice Daily Over 4 Weeks in Patients With Chronic Obstructive Pulmonary Disease Associated With Chronic Bronchitis,"Pulmonary Disease, Chronic Obstructive",Drug: Placebo to BI 113608 high dose b.i.d.|Drug: Placebo to BI 113608 low dose b.i.d.|Drug: BI 113608 high dose b.i.d.|Drug: Placebo to BI 113608 medium dose b.i.d.|Drug: BI 113608 low dose b.i.d.|Drug: BI 113608 medium dose b.i.d.
9638,NCT01955720,"Safety, Tolerability, PK and PD of BI 655075 and Establishment of BI 655075 Dose(s) Effective to Reverse Prolongation of Blood Coagulation Time by Dabigatran",Hemorrhage,Drug: BI 655075|Drug: Placebo
9651,NCT01954927,Pain Management in Children and Young Adults With Sickle Cell Disease,Sickle Cell Disease,Drug: Gabapentin|Drug: Placebo
9660,NCT01954082,Inositol to Reduce Retinopathy of Prematurity,Retinopathy of Prematurity (ROP),Drug: myo-Inositol 5% Injection|Drug: Placebo
9661,NCT01954056,Hydrocortisone for Term Hypotension,"Infant, Newborn, Diseases|Cardiovascular Insufficiency",Drug: Hydrocortisone|Drug: Placebo
9665,NCT01953354,Trichuris Suis Ova Treatment in Left-sided Ulcerative Colitis,"Colitis, Ulcerative",Biological: Trichuris suis ova (TSO)|Biological: Placebo
9700,NCT01951105,Effect of L-dopa In Subacute Back Pain Population,Sub-acute Back Pain,Drug: Naproxen|Drug: Carbidopa/Levodopa|Drug: Placebo
9709,NCT01950260,Early Levothyroxine Post Radioactive Iodine,Graves' Disease,Drug: Levothyroxine|Other: Placebo
9721,NCT01949116,Safety and Effectiveness of Low-Dose Methotrexate for Reducing Inflammation in HIV-Infected Adults on ARV Medications,HIV Infections,Drug: LDMTX|Drug: Placebo|Dietary Supplement: Folic acid
9722,NCT01949090,Immunogenicity and Safety Study of Different Formulations of GlaxoSmithKline (GSK) Biologicals H7N1 Influenza Vaccine Administered to Adults 65 Years of Age and Older,Influenza,Biological: Investigational H7N1 vaccine GSK2789869A|Biological: Placebo
9807,NCT01942590,Safety and Efficacy of Clenbuterol in Individuals With Late-onset Pompe Disease and Receiving Enzyme Replacement Therapy,Pompe Disease,Drug: Clenbuterol|Drug: Placebo
9829,NCT01940471,Tenofovir Alafenamide Versus Tenofovir Disoproxil Fumarate for Treatment of Hepatitis B e Antigen-Positive Hepatitis B,HBV|Chronic HBV Infection,Drug: TAF|Drug: TDF|Drug: TAF Placebo|Drug: TDF Placebo
9831,NCT01940341,Tenofovir Alafenamide Versus Tenofovir Disoproxil Fumarate for Treatment of Hepatitis B e Antigen-Negative Hepatitis B,HBV|Chronic HIV Infection,Drug: TAF|Drug: TDF|Drug: TAF Placebo|Drug: TDF Placebo
9840,NCT01939314,Sphenopalatine Nerve Block for Headache Tx360,Headache|Migraine,Drug: Bupivacaine|Drug: Placebo
9851,NCT01938664,A Pilot Study of Candesartan as a Treatment for Cocaine Dependence,Cocaine Dependence,Drug: Candesartan with CBT|Other: Placebo with CBT
9869,NCT01937364,Preventing Alcohol Withdrawal With Oral Baclofen,Alcoholism|Alcohol Withdrawal,Drug: Baclofen|Drug: Placebo
